row_id,screen_time_hours,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,exercise_minutes_per_week,social_hours_per_week,stress_level_0_10,productivity_0_10,mental_wellness_index_0_10,mw_class_true,mw_pred_reg_lin,mw_class_pred_rf,mw_prob_Baixo,mw_prob_Medio,mw_prob_Alto,cluster_obj1_k4,cluster_obj2_k4
54,10.13,0.51,9.62,7.48,1,43,5.4,9.8,4.5,0.2,Baixo,0.4213329624370319,Baixo,1.0,0.0,0.0,0,0
55,9.47,2.4,7.07,8.22,2,77,10.2,7.2,6.0,3.4,Medio,3.159903685113505,Medio,0.13,0.87,0.0,2,3
56,7.57,0.42,7.15,7.08,2,85,11.5,9.4,5.2,2.7,Baixo,1.808178587199584,Baixo,0.9933333333333333,0.006666666666666667,0.0,3,0
57,6.76,0.55,6.21,7.12,2,157,1.0,5.6,7.4,3.9,Medio,4.716080554567414,Medio,0.016666666666666666,0.9833333333333333,0.0,2,2
58,7.82,2.5,5.32,8.37,3,0,18.8,6.9,8.1,4.4,Medio,4.629990995296536,Medio,0.03,0.9566666666666667,0.013333333333333334,1,1
59,11.49,1.1,10.39,7.1,2,15,0.0,7.2,6.8,3.0,Baixo,3.3358965300973544,Baixo,0.79,0.21,0.0,2,0
60,8.89,1.91,6.98,7.49,2,132,6.1,9.7,4.0,2.0,Baixo,1.4322949133363307,Baixo,0.9933333333333333,0.006666666666666667,0.0,2,0
61,10.09,0.68,9.41,5.89,1,139,5.6,10.0,4.6,0.4,Baixo,0.5388905945374631,Baixo,1.0,0.0,0.0,0,2
62,9.02,2.67,6.35,7.57,1,148,7.9,9.4,4.6,0.2,Baixo,0.8753479138385565,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
63,11.16,1.46,9.7,5.89,1,31,2.8,10.0,4.2,0.4,Baixo,0.1670354909811831,Baixo,1.0,0.0,0.0,0,2
64,7.3,1.65,5.65,6.3,1,41,7.7,8.4,5.1,1.0,Baixo,1.2793236917590782,Baixo,1.0,0.0,0.0,3,0
65,6.95,3.9,3.05,7.14,1,84,7.9,10.0,4.8,0.0,Baixo,0.4830435206969623,Baixo,0.98,0.02,0.0,3,3
66,5.5,2.5,3.0,7.21,2,147,2.2,2.6,8.6,6.1,Medio,6.573427581297022,Medio,0.0,0.9566666666666667,0.043333333333333335,1,1
67,11.02,1.59,9.43,6.56,1,195,0.0,10.0,3.8,1.3,Baixo,0.4797590801177778,Baixo,1.0,0.0,0.0,0,3
68,8.47,0.94,7.53,6.06,1,0,10.0,7.4,5.0,1.8,Baixo,1.618030933316224,Baixo,0.99,0.01,0.0,3,0
69,6.92,1.07,5.85,8.15,3,102,11.5,5.1,7.6,5.7,Medio,5.718925097883333,Medio,0.006666666666666667,0.98,0.013333333333333334,1,1
70,8.23,0.45,7.78,8.01,2,12,17.2,7.0,6.5,3.1,Medio,3.2117631878714152,Medio,0.05333333333333334,0.9466666666666667,0.0,3,2
71,7.88,0.39,7.49,5.68,1,0,4.5,7.7,5.9,2.0,Baixo,1.8109275460062961,Baixo,0.9866666666666667,0.013333333333333334,0.0,3,1
72,13.44,6.68,6.76,7.29,1,151,12.5,10.0,4.3,0.5,Baixo,0.35044718451973544,Baixo,1.0,0.0,0.0,0,3
73,5.41,0.44,4.97,6.93,1,163,5.5,4.6,6.8,4.3,Medio,4.096317970912339,Medio,0.006666666666666667,0.9933333333333333,0.0,1,1
74,8.6,1.6,7.0,7.92,2,144,15.5,9.2,5.6,2.1,Baixo,2.134422270269151,Baixo,0.9733333333333334,0.02666666666666667,0.0,3,2
75,9.13,4.07,5.06,6.84,2,161,12.8,5.4,7.4,5.3,Medio,4.640306609571233,Medio,0.03333333333333333,0.9566666666666667,0.01,1,3
76,9.26,4.57,4.69,7.09,1,72,9.9,10.0,5.1,0.5,Baixo,0.49729735804837594,Baixo,1.0,0.0,0.0,3,3
77,6.61,1.82,4.79,7.26,1,88,6.0,6.8,6.0,1.9,Baixo,2.532106530236021,Baixo,0.8933333333333333,0.10666666666666667,0.0,2,3
78,3.93,1.02,2.91,8.75,2,286,16.6,2.2,8.8,6.8,Medio,7.082816489089279,Medio,0.0033333333333333335,0.7966666666666666,0.2,1,1
79,11.75,0.88,10.87,5.65,1,70,10.3,10.0,4.2,0.0,Baixo,0.17251533076535797,Baixo,1.0,0.0,0.0,0,0
80,7.58,0.38,7.2,7.61,2,157,3.4,4.5,6.8,6.1,Medio,5.061585855295216,Medio,0.016666666666666666,0.9766666666666667,0.006666666666666667,1,1
81,9.14,1.99,7.15,7.89,1,103,0.9,9.4,4.6,1.2,Baixo,0.855060812445847,Baixo,1.0,0.0,0.0,2,2
82,5.44,0.45,4.99,8.18,2,0,7.1,3.0,8.8,5.6,Medio,6.071794335646372,Medio,0.0033333333333333335,0.8433333333333334,0.15333333333333332,1,1
83,9.86,6.39,3.47,8.89,3,0,15.8,8.2,6.6,3.3,Medio,3.491891005229438,Medio,0.11333333333333333,0.8866666666666667,0.0,3,3
84,8.05,1.1,6.95,6.72,1,67,11.4,7.1,5.6,1.8,Baixo,2.1236974395015906,Baixo,0.9933333333333333,0.006666666666666667,0.0,3,2
85,7.04,3.5,3.54,8.04,3,186,2.8,4.6,8.2,7.3,Alto,6.43160198359625,Alto,0.006666666666666667,0.3566666666666667,0.6366666666666667,1,1
86,6.32,1.72,4.6,7.32,2,173,3.6,6.3,6.4,3.1,Medio,4.056838082301788,Medio,0.06333333333333334,0.9366666666666666,0.0,2,1
87,10.3,2.73,7.57,7.91,1,164,13.5,9.1,5.0,1.2,Baixo,1.1262650367108549,Baixo,0.9933333333333333,0.006666666666666667,0.0,3,1
88,9.24,2.53,6.71,7.03,1,34,4.5,9.3,4.6,0.5,Baixo,0.6752898473658857,Baixo,1.0,0.0,0.0,0,3
89,8.29,1.0,7.29,6.8,1,219,12.0,6.4,5.8,3.4,Medio,2.897817763648498,Medio,0.27666666666666667,0.7233333333333334,0.0,3,0
90,5.52,0.92,4.6,8.66,2,59,5.9,6.2,6.9,3.8,Medio,4.016017316987409,Medio,0.006666666666666667,0.9866666666666667,0.006666666666666667,1,1
91,9.13,2.42,6.71,6.64,1,118,16.1,10.0,4.4,0.0,Baixo,0.3272014178203184,Baixo,1.0,0.0,0.0,3,3
92,9.81,2.46,7.35,5.87,1,102,4.0,10.0,4.1,0.0,Baixo,0.2975756885411345,Baixo,1.0,0.0,0.0,0,3
93,7.75,0.96,6.79,6.76,1,96,14.6,8.3,5.7,1.1,Baixo,1.589258601021377,Baixo,1.0,0.0,0.0,3,1
94,7.05,0.62,6.43,7.81,1,208,5.7,8.8,5.0,1.4,Baixo,1.5146847696963057,Baixo,0.9966666666666667,0.0033333333333333335,0.0,2,2
95,7.83,0.87,6.96,8.3,3,60,8.7,3.2,9.5,8.1,Alto,7.204743926163397,Alto,0.0033333333333333335,0.17333333333333334,0.8233333333333334,1,1
96,10.17,1.01,9.16,6.84,1,0,0.0,10.0,5.2,0.0,Baixo,0.4762642949234519,Baixo,1.0,0.0,0.0,0,0
97,7.94,2.93,5.01,8.28,2,113,0.0,8.3,5.4,1.9,Baixo,2.6229940847204967,Baixo,0.9433333333333334,0.056666666666666664,0.0,2,1
98,9.58,3.64,5.94,5.9,1,74,6.1,8.9,4.8,0.6,Baixo,0.9785444058936401,Baixo,1.0,0.0,0.0,0,3
99,3.69,0.67,3.02,7.49,1,372,10.6,6.8,6.1,3.0,Baixo,3.2383336979427035,Baixo,0.84,0.15333333333333332,0.006666666666666667,1,1
100,7.58,0.38,7.2,7.01,1,159,4.3,7.7,5.4,2.4,Baixo,2.071342238973804,Baixo,1.0,0.0,0.0,2,2
101,9.82,5.22,4.6,6.72,1,64,2.7,9.2,5.8,1.1,Baixo,1.1605532926841202,Baixo,1.0,0.0,0.0,0,3
102,8.53,0.43,8.1,7.15,1,31,8.3,9.5,4.5,0.7,Baixo,0.5219982588452474,Baixo,1.0,0.0,0.0,0,2
103,7.32,0.61,6.71,7.82,2,0,10.9,5.1,7.5,4.1,Medio,4.529838725990729,Medio,0.02,0.98,0.0,1,1
104,4.3,0.48,3.82,7.33,1,57,8.1,7.0,6.7,2.7,Baixo,2.5919068089111006,Baixo,0.8033333333333333,0.19333333333333333,0.0033333333333333335,3,2
105,12.51,6.79,5.72,6.61,1,90,6.6,10.0,3.3,0.3,Baixo,-0.056243163926097406,Baixo,1.0,0.0,0.0,0,3
106,4.89,0.62,4.27,7.66,1,230,2.0,4.3,6.8,4.0,Medio,4.467574288248364,Medio,0.013333333333333334,0.98,0.006666666666666667,1,1
107,11.1,4.95,6.15,6.14,1,177,4.6,9.5,3.6,0.9,Baixo,0.5383380852655577,Baixo,1.0,0.0,0.0,0,3
108,10.84,0.58,10.26,6.69,1,109,14.9,10.0,3.6,0.0,Baixo,0.06438191488494471,Baixo,1.0,0.0,0.0,0,0
109,13.9,5.84,8.06,6.22,2,53,3.0,10.0,2.6,0.9,Baixo,0.5680223399099003,Baixo,0.99,0.01,0.0,0,3
110,12.05,2.66,9.39,6.45,1,104,9.3,9.6,4.5,0.4,Baixo,0.5637150001281643,Baixo,1.0,0.0,0.0,0,3
111,6.34,0.35,5.99,7.33,2,77,20.0,5.0,8.7,5.5,Medio,5.046004301507221,Medio,0.02,0.9666666666666667,0.013333333333333334,1,1
112,11.04,0.85,10.19,6.79,1,212,0.0,10.0,4.2,0.5,Baixo,0.6582733249663972,Baixo,1.0,0.0,0.0,0,2
113,11.19,5.16,6.03,6.38,1,78,11.5,9.2,3.6,0.2,Baixo,0.3825182385072914,Baixo,1.0,0.0,0.0,0,3
114,10.05,0.5,9.55,8.1,2,101,13.9,7.1,5.7,3.2,Medio,3.139791388836903,Medio,0.24666666666666667,0.7533333333333333,0.0,3,0
115,11.94,0.6,11.34,5.65,1,0,5.7,10.0,3.7,0.1,Baixo,-0.10315197021893141,Baixo,1.0,0.0,0.0,0,2
116,7.8,4.17,3.63,6.67,1,99,11.6,6.9,5.3,1.4,Baixo,2.180763376453587,Baixo,0.9733333333333334,0.02666666666666667,0.0,3,3
117,11.23,2.25,8.98,8.93,2,149,0.0,9.3,5.5,2.9,Baixo,2.223282972019294,Baixo,0.9566666666666667,0.043333333333333335,0.0,2,0
118,8.7,1.4,7.3,6.16,1,26,5.4,8.4,5.6,0.3,Baixo,1.4102923062481196,Baixo,1.0,0.0,0.0,0,0
119,1.0,0.11,0.89,7.26,3,104,15.7,0.0,10.0,8.7,Alto,9.060004429926197,Alto,0.0,0.05333333333333334,0.9466666666666667,1,1
120,10.12,4.82,5.3,7.53,1,156,12.6,10.0,4.7,0.5,Baixo,0.5428209253604424,Baixo,1.0,0.0,0.0,3,3
121,10.04,2.11,7.93,5.29,1,0,14.6,10.0,5.2,0.6,Baixo,0.27366342932513676,Baixo,1.0,0.0,0.0,3,0
122,6.42,0.32,6.1,7.17,1,190,15.4,6.7,7.3,4.3,Medio,3.1482645046703825,Medio,0.11,0.89,0.0,3,2
123,9.58,2.08,7.5,8.79,2,69,3.8,6.6,8.0,3.0,Baixo,4.160049851462411,Baixo,0.65,0.3433333333333333,0.006666666666666667,2,2
124,7.77,1.17,6.6,5.88,1,78,17.0,10.0,4.1,0.0,Baixo,0.13239346095348736,Baixo,1.0,0.0,0.0,3,0
125,7.85,1.44,6.41,5.68,1,34,10.5,8.1,7.1,0.9,Baixo,1.9967137222009166,Baixo,0.89,0.11,0.0,3,0
126,6.0,0.3,5.7,6.47,1,157,16.4,9.4,4.9,1.0,Baixo,0.9234301250295076,Baixo,0.97,0.03,0.0,3,0
127,9.23,0.73,8.5,7.65,2,271,7.9,4.8,6.7,5.2,Medio,5.083914113390643,Medio,0.023333333333333334,0.9666666666666667,0.01,1,1
128,11.27,1.99,9.28,7.56,3,143,6.6,8.9,6.0,4.1,Medio,3.377461397636213,Medio,0.19666666666666666,0.8033333333333333,0.0,2,0
129,9.05,5.35,3.7,6.63,1,43,7.6,10.0,4.1,0.1,Baixo,0.12112195658961866,Baixo,1.0,0.0,0.0,0,3
130,8.07,0.75,7.32,7.69,1,187,0.0,7.9,5.7,2.7,Baixo,2.186974863260457,Baixo,0.94,0.06,0.0,2,2
131,5.52,1.16,4.36,8.55,3,96,3.2,3.7,7.9,6.8,Medio,6.619247231341292,Medio,0.006666666666666667,0.93,0.06333333333333334,1,1
132,10.27,0.96,9.31,8.29,3,193,10.8,8.3,6.0,3.4,Medio,3.791770545869035,Medio,0.10666666666666667,0.8933333333333333,0.0,2,0
133,9.59,4.62,4.97,6.67,1,152,0.0,8.8,5.6,0.6,Baixo,1.5447785890749668,Baixo,1.0,0.0,0.0,2,3
134,12.19,2.56,9.63,4.76,1,0,11.1,10.0,3.9,0.0,Baixo,-0.1383890852650973,Baixo,0.9866666666666667,0.013333333333333334,0.0,0,0
135,6.09,3.86,2.23,6.75,1,47,15.9,6.4,6.4,1.9,Baixo,2.632523444759289,Baixo,0.7833333333333333,0.21,0.006666666666666667,3,3
136,5.87,0.31,5.56,7.3,1,195,9.7,5.8,6.9,4.4,Medio,3.5586155528731958,Medio,0.03333333333333333,0.9666666666666667,0.0,1,1
137,9.65,3.25,6.4,6.68,1,107,5.8,10.0,5.0,0.5,Baixo,0.5898915416517352,Baixo,1.0,0.0,0.0,0,3
138,9.13,1.44,7.69,6.85,1,30,18.4,10.0,3.4,0.4,Baixo,-0.2106676574459958,Baixo,1.0,0.0,0.0,3,0
139,5.07,1.21,3.86,8.59,2,86,19.1,5.2,7.9,4.6,Medio,4.760664650308898,Medio,0.006666666666666667,0.9866666666666667,0.006666666666666667,1,1
140,8.14,1.22,6.92,8.1,2,0,7.5,8.5,5.6,2.2,Baixo,2.241877055135814,Baixo,0.99,0.01,0.0,2,3
141,11.85,1.91,9.94,6.5,1,81,10.4,10.0,4.1,0.2,Baixo,0.17783402669392956,Baixo,1.0,0.0,0.0,0,2
142,10.39,1.58,8.81,7.82,3,255,7.4,6.8,7.4,5.0,Medio,5.158710855798445,Medio,0.07,0.9133333333333333,0.016666666666666666,2,1
143,3.76,0.78,2.98,7.99,2,185,10.0,2.9,8.0,6.0,Medio,6.290602060397278,Medio,0.01,0.9466666666666667,0.043333333333333335,1,1
144,5.9,0.34,5.56,7.58,2,276,10.8,5.5,6.7,4.9,Medio,4.746737197883039,Medio,0.0033333333333333335,0.9933333333333333,0.0033333333333333335,1,1
145,8.76,1.86,6.9,7.83,2,168,10.0,6.2,5.4,3.0,Baixo,3.6972426446336835,Baixo,0.7666666666666667,0.23333333333333334,0.0,2,0
146,12.18,1.91,10.27,6.69,1,160,11.2,10.0,3.6,0.0,Baixo,0.20146374528050526,Baixo,1.0,0.0,0.0,0,0
147,6.31,0.54,5.77,9.0,4,253,17.9,2.7,10.0,9.7,Alto,8.92518960325516,Alto,0.0,0.07666666666666666,0.9233333333333333,1,1
148,8.7,4.17,4.53,5.83,1,127,0.0,10.0,4.4,0.8,Baixo,0.4915911278696239,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
149,7.18,1.47,5.71,6.95,1,104,8.0,3.6,6.5,4.4,Medio,4.312837334303781,Medio,0.08333333333333333,0.9166666666666666,0.0,1,1
150,9.11,0.93,8.18,6.95,1,177,0.7,9.0,4.5,2.0,Baixo,1.190214083668509,Baixo,1.0,0.0,0.0,2,0
151,7.47,0.37,7.1,7.65,1,216,15.5,10.0,3.8,0.2,Baixo,0.4370421055945517,Baixo,0.9933333333333333,0.006666666666666667,0.0,3,2
152,8.97,1.93,7.04,8.09,2,72,6.7,8.2,5.1,3.0,Baixo,2.4016532197032405,Baixo,0.98,0.02,0.0,2,2
153,7.98,0.7,7.28,7.12,1,57,2.3,9.5,5.0,0.8,Baixo,0.809214908459297,Baixo,1.0,0.0,0.0,2,2
154,7.22,1.48,5.74,6.19,1,125,14.3,7.9,4.8,1.0,Baixo,1.5666370452142606,Baixo,1.0,0.0,0.0,3,1
155,7.16,1.04,6.12,8.02,2,174,15.1,5.5,7.8,6.0,Medio,4.796594762612909,Medio,0.0,0.9966666666666667,0.0033333333333333335,1,1
156,16.29,5.9,10.39,6.5,1,113,7.3,10.0,3.3,0.5,Baixo,-0.043095569055600524,Baixo,1.0,0.0,0.0,0,3
157,9.52,0.48,9.04,5.56,1,8,9.9,9.9,4.5,0.1,Baixo,0.19779709115182964,Baixo,1.0,0.0,0.0,0,0
158,12.39,3.06,9.33,6.57,1,219,9.2,10.0,3.8,0.8,Baixo,0.4127153553175953,Baixo,1.0,0.0,0.0,0,3
159,8.8,4.08,4.72,5.71,1,55,17.8,7.8,5.8,1.6,Baixo,1.6790282219788226,Baixo,0.9866666666666667,0.013333333333333334,0.0,3,1
160,8.99,0.51,8.48,6.57,1,88,4.1,8.4,5.6,2.0,Baixo,1.5868569108917943,Baixo,1.0,0.0,0.0,2,0
161,9.69,1.16,8.53,6.14,1,33,10.5,10.0,4.6,0.0,Baixo,0.23932026784280014,Baixo,1.0,0.0,0.0,0,0
162,9.75,0.49,9.26,7.64,2,291,6.1,10.0,5.3,1.3,Baixo,2.0779955880184815,Baixo,0.9866666666666667,0.013333333333333334,0.0,2,0
163,12.67,6.76,5.91,6.68,2,103,2.4,10.0,4.4,1.7,Baixo,1.2792883772951158,Baixo,0.9933333333333333,0.006666666666666667,0.0,0,3
164,12.06,6.27,5.79,5.49,1,23,4.1,10.0,4.3,0.0,Baixo,0.10743168647658052,Baixo,1.0,0.0,0.0,0,3
165,7.64,3.89,3.75,8.03,2,176,13.7,5.1,7.0,4.9,Medio,4.73793822580708,Medio,0.0033333333333333335,0.98,0.016666666666666666,1,1
166,10.26,1.07,9.19,5.74,1,152,11.8,10.0,4.3,0.0,Baixo,0.4000530813801553,Baixo,1.0,0.0,0.0,0,0
167,5.57,1.06,4.51,7.89,3,114,15.4,6.7,7.3,5.8,Medio,4.81016647806863,Medio,0.013333333333333334,0.97,0.016666666666666666,1,1
168,8.32,2.99,5.33,6.65,1,174,10.1,8.3,5.0,2.3,Baixo,1.5778139857737354,Baixo,0.9966666666666667,0.0033333333333333335,0.0,3,3
169,10.63,1.09,9.54,6.49,1,35,9.4,6.9,5.0,1.8,Baixo,1.9480040818655708,Baixo,0.9666666666666667,0.03333333333333333,0.0,3,0
170,11.09,1.18,9.91,7.07,1,53,5.5,10.0,4.4,0.0,Baixo,0.2860853432825472,Baixo,1.0,0.0,0.0,0,0
171,6.55,0.33,6.22,7.75,1,0,2.6,8.7,6.1,2.0,Baixo,1.4547300462485628,Baixo,0.93,0.07,0.0,2,0
172,10.33,4.76,5.57,7.85,1,0,5.2,7.9,5.8,2.8,Baixo,1.6639823144131034,Baixo,0.99,0.01,0.0,2,3
173,9.98,1.34,8.64,6.83,1,224,10.0,10.0,3.6,0.8,Baixo,0.3980238579934401,Baixo,1.0,0.0,0.0,0,0
174,7.99,0.4,7.59,7.47,1,226,9.6,9.1,5.7,2.9,Baixo,1.5691943527906391,Baixo,0.97,0.03,0.0,3,2
175,11.22,3.89,7.33,6.39,1,96,7.2,10.0,3.9,0.0,Baixo,0.172531665977405,Baixo,1.0,0.0,0.0,0,3
176,4.1,0.21,3.89,7.99,1,253,7.8,4.1,7.9,4.5,Medio,4.928546165470056,Medio,0.03333333333333333,0.8866666666666667,0.08,1,1
